district,cds_code,county,report_type,enrolled_12,num_test_taker,avg_act_reading,avg_act_english,avg_act_math,avg_act_sci,num_over_21_score,percent_over_21_score,personal_income,population,per_capita_income,county_code,edp_365,current_expense_ada,current_expense_per_ada,LEA Type,teachers,avg_teacher_salary_13_14,avg_teacher_salary_17_18,avg_teacher_salary_18_19
Los Angeles Unified,64733,Los Angeles,S,403.0,101.0,21,20,21,20,55,54.46,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Elk Grove Unified,67314,Sacramento,S,595.0,69.0,26,25,25,23,57,82.61,85775621.0,1552058.0,55266.0,34.0,722863463.98,60769.41,11895.186475893051,Unified,3202.0,71340.0,80261.0,81565.0
Pomona Unified,64907,Los Angeles,S,90.0,19.0,19,17,18,18,6,31.58,653482910.0,10039107.0,65094.0,19.0,290494758.85,21122.83,13752.643885786138,Unified,1214.0,76767.0,81287.0,81620.0
Fremont Union High,69468,Santa Clara,S,508.0,82.0,27,27,27,26,66,80.49,223624580.0,1927852.0,115997.0,43.0,166640894.19,10667.56,15621.275548485315,High,486.0,80565.0,100941.0,107229.0
Fresno Unified,62166,Fresno,S,442.0,110.0,17,16,17,17,14,12.73,45445944.0,999101.0,45487.0,10.0,943250074.02,66903.5,14098.665600753324,Unified,3883.0,67859.0,78444.0,79907.0
Fullerton Joint Union High,66514,Orange,S,467.0,59.0,24,24,23,23,42,71.19,227732561.0,3175692.0,71711.0,30.0,161540065.1,13003.87,12422.460782828495,High,553.0,88636.0,99610.0,98049.0
San Gabriel Unified,75291,Los Angeles,S,433.0,69.0,28,28,26,26,62,89.86,653482910.0,10039107.0,65094.0,19.0,63191445.51,4784.26,13208.1963584755,Unified,250.0,69390.0,77895.0,80428.0
San Francisco Unified,68478,San Francisco,S,462.0,95.0,21,20,23,21,55,57.89,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Galt Joint Union High,67355,Sacramento,S,215.0,26.0,19,16,19,19,6,23.08,85775621.0,1552058.0,55266.0,34.0,26379670.43,2075.06,12712.726586219194,High,112.0,68246.0,80319.0,81559.0
Pomona Unified,64907,Los Angeles,S,207.0,67.0,17,16,17,17,11,16.42,653482910.0,10039107.0,65094.0,19.0,290494758.85,21122.83,13752.643885786138,Unified,1214.0,76767.0,81287.0,81620.0
Garden Grove Unified,66522,Orange,S,569.0,77.0,24,24,22,23,55,71.43,227732561.0,3175692.0,71711.0,30.0,537890397.42,40034.37,13435.715297130939,Unified,1902.0,84242.0,96657.0,100324.0
Los Angeles Unified,64733,Los Angeles,S,279.0,24.0,18,17,17,17,3,12.50,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Pomona Unified,64907,Los Angeles,S,399.0,23.0,17,17,18,18,4,17.39,653482910.0,10039107.0,65094.0,19.0,290494758.85,21122.83,13752.643885786138,Unified,1214.0,76767.0,81287.0,81620.0
San Francisco Unified,68478,San Francisco,S,112.0,39.0,21,20,19,19,16,41.03,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Gilroy Unified,69484,Santa Clara,S,374.0,36.0,22,20,22,21,21,58.33,223624580.0,1927852.0,115997.0,43.0,122537350.37,10615.77,11542.954526143652,Unified,516.0,69390.0,76424.0,80655.0
Azusa Unified,64279,Los Angeles,S,266.0,24.0,21,21,21,22,13,54.17,653482910.0,10039107.0,65094.0,19.0,111278822.22,7318.44,15205.265359830784,Unified,425.0,74761.0,84887.0,87388.0
Glendale Unified,64568,Los Angeles,S,547.0,42.0,23,22,23,23,29,69.05,653482910.0,10039107.0,65094.0,19.0,313624476.03,24691.45,12701.743965218728,Unified,1122.0,73818.0,84419.0,84524.0
Glendora Unified,64576,Los Angeles,S,591.0,79.0,25,23,24,23,66,83.54,653482910.0,10039107.0,65094.0,19.0,77461624.78,6884.79,11251.12382222261,Unified,364.0,78139.0,88137.0,88602.0
Merced Union High,65789,Merced,S,397.0,45.0,18,16,18,18,10,22.22,11406396.0,277680.0,41077.0,24.0,134689226.72,10152.23,13266.95974381983,High,582.0,66901.0,77330.0,79619.0
William S. Hart Union High,65136,Los Angeles,S,479.0,53.0,25,23,21,23,37,69.81,653482910.0,10039107.0,65094.0,19.0,251435567.69,21274.88,11818.424719199356,High,943.0,72381.0,78855.0,80182.0
Visalia Unified,72256,Tulare,S,383.0,38.0,21,19,20,21,17,44.74,19973932.0,466195.0,42845.0,54.0,335148402.27,28001.350000000002,11969.008718151088,Unified,1175.0,64749.0,73249.0,75989.0
Gonzales Unified,75473,Monterey,S,182.0,63.0,17,17,17,17,11,17.46,25973189.0,434061.0,59838.0,27.0,28785850.58,2234.49,12882.514837837718,Unified,115.0,65507.0,76161.0,77698.0
Los Angeles Unified,64733,Los Angeles,S,1120.0,204.0,25,25,24,24,154,75.49,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Colton Joint Unified,67686,San Bernardino,S,503.0,38.0,21,21,20,21,21,55.26,91658300.0,2180085.0,42043.0,36.0,278411019.73,20338.61,13688.792878667717,Unified,1059.0,69525.0,82085.0,82937.0
Roseville Joint Union High,66928,Placer,S,513.0,201.0,26,26,26,25,175,87.06,27459330.0,398329.0,68936.0,31.0,123489187.38,9970.41,12385.567632624938,High,444.0,74262.0,86527.0,89424.0
Grossmont Union High,68130,San Diego,S,557.0,97.0,22,20,22,21,55,56.70,212748650.0,3338330.0,63729.0,37.0,228576307.36,15612.91,14640.21168123047,High,763.0,73414.0,84020.0,84316.0
Porterville Unified,75523,Tulare,S,302.0,41.0,17,16,17,18,5,12.20,19973932.0,466195.0,42845.0,54.0,155069020.68,12759.54,12153.182691539036,Unified,687.0,71239.0,82921.0,83039.0
Twin Rivers Unified,76505,Sacramento,S,394.0,49.0,20,18,18,18,17,34.69,85775621.0,1552058.0,55266.0,34.0,330324264.04,23875.68,13835.177219664529,Unified,1305.0,71162.0,76166.0,78115.0
Temecula Valley Unified,75192,Riverside,S,756.0,214.0,24,24,23,23,157,73.36,104794676.0,2470546.0,42418.0,33.0,293984831.56,26736.09,10995.804979710945,Unified,1244.0,79039.0,87184.0,88890.0
Grossmont Union High,68130,San Diego,S,539.0,87.0,23,22,23,22,51,58.62,212748650.0,3338330.0,63729.0,37.0,228576307.36,15612.91,14640.21168123047,High,763.0,73414.0,84020.0,84316.0
Los Angeles Unified,64733,Los Angeles,S,651.0,110.0,26,26,24,24,88,80.00,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Vista Unified,68452,San Diego,S,103.0,16.0,27,26,26,26,14,87.50,212748650.0,3338330.0,63729.0,37.0,253976722.74,19436.86,13066.756808455686,Unified,1100.0,67836.0,79086.0,83188.0
San Jose Unified,69666,Santa Clara,S,246.0,17.0,24,22,23,22,11,64.71,223624580.0,1927852.0,115997.0,43.0,358460912.83,27502.21,13033.894833542468,Unified,1600.0,67386.0,76253.0,76442.0
Hamilton Unified,76562,Glenn,S,86.0,30.0,18,18,18,19,7,23.33,1396761.0,28393.0,49194.0,11.0,8078262.62,666.81,12114.789250311183,Unified,42.0,61964.0,64281.0,65707.0
Hanford Joint Union High,63925,Kings,S,335.0,18.0,21,21,20,21,9,50.00,6030809.0,152940.0,39433.0,16.0,46065553.97,3771.67,12213.569577932321,High,156.0,68428.0,76815.0,78722.0
Hanford Joint Union High,63925,Kings,S,301.0,17.0,21,20,19,20,9,52.94,6030809.0,152940.0,39433.0,16.0,46065553.97,3771.67,12213.569577932321,High,156.0,68428.0,76815.0,78722.0
Porterville Unified,75523,Tulare,S,109.0,38.0,22,21,22,22,21,55.26,19973932.0,466195.0,42845.0,54.0,155069020.68,12759.54,12153.182691539036,Unified,687.0,71239.0,82921.0,83039.0
Healdsburg Unified,75390,Sonoma,S,139.0,36.0,24,25,22,22,29,80.56,32972432.0,494336.0,66700.0,49.0,23914411.09,1332.9499999999998,17940.966345324283,Unified,84.0,65257.0,66270.0,70503.0
Santa Ana Unified,66670,Orange,S,627.0,72.0,21,18,20,20,33,45.83,227732561.0,3175692.0,71711.0,30.0,650062731.43,43664.56,14887.651024766996,Unified,2348.0,81556.0,94982.0,94411.0
Los Angeles Unified,64733,Los Angeles,S,124.0,34.0,15,14,16,15,4,11.76,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Grossmont Union High,68130,San Diego,S,578.0,239.0,22,21,22,21,134,56.07,212748650.0,3338330.0,63729.0,37.0,228576307.36,15612.91,14640.21168123047,High,763.0,73414.0,84020.0,84316.0
Hemet Unified,67082,Riverside,S,573.0,18.0,25,22,21,20,13,72.22,104794676.0,2470546.0,42418.0,33.0,280637132.15,20211.91,13884.740835972452,Unified,1043.0,71130.0,82190.0,85496.0
Fontana Unified,67710,San Bernardino,S,516.0,467.0,16,14,16,16,63,13.49,91658300.0,2180085.0,42043.0,36.0,480303846.33,34702.74,13840.516522038317,Unified,1772.0,72272.0,84509.0,88170.0
Palo Alto Unified,69641,Santa Clara,S,501.0,223.0,29,29,29,28,201,90.13,223624580.0,1927852.0,115997.0,43.0,258307400.6,11281.59,22896.364838644196,Unified,846.0,91841.0,109894.0,113022.0
Fresno Unified,62166,Fresno,S,360.0,31.0,17,15,17,17,4,12.90,45445944.0,999101.0,45487.0,10.0,943250074.02,66903.5,14098.665600753324,Unified,3883.0,67859.0,78444.0,79907.0
Perris Union High,67207,Riverside,S,610.0,150.0,19,18,18,19,44,29.33,104794676.0,2470546.0,42418.0,33.0,126042475.08,9122.23,13817.06831334005,High,386.0,74802.0,93194.0,95428.0
Hesperia Unified,75044,San Bernardino,S,445.0,40.0,20,18,18,18,9,22.50,91658300.0,2180085.0,42043.0,36.0,255270470.26,20924.98,12199.317287758458,Unified,1002.0,67156.0,81656.0,85362.0
Los Angeles Unified,64733,Los Angeles,S,90.0,15.0,20,21,21,20,6,40.00,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Antelope Valley Union High,64246,Los Angeles,S,691.0,25.0,22,21,19,20,12,48.00,653482910.0,10039107.0,65094.0,19.0,279537837.88,19667.11,14213.467961484936,High,986.0,69481.0,81125.0,82528.0
Los Angeles Unified,64733,Los Angeles,S,67.0,20.0,17,16,18,18,2,10.00,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Alvord Unified,66977,Riverside,S,391.0,17.0,22,22,22,21,11,64.71,104794676.0,2470546.0,42418.0,33.0,220245236.12,17354.97,12690.614626242512,Unified,766.0,79909.0,92673.0,97548.0
San Mateo Union High,69047,San Mateo,S,356.0,65.0,26,25,25,25,55,84.62,102803127.0,766573.0,134107.0,41.0,169994141.28,8799.95,19317.62581378303,High,506.0,91599.0,105873.0,110144.0
Sweetwater Union High,68411,San Diego,S,599.0,73.0,21,20,20,21,36,49.32,212748650.0,3338330.0,63729.0,37.0,454295612.3,36360.37,12494.25163440306,High,1781.0,78048.0,87617.0,86862.0
Hilmar Unified,65698,Merced,S,154.0,26.0,22,20,20,20,11,42.31,11406396.0,277680.0,41077.0,24.0,26387725.87,2258.71,11682.653315387986,Unified,124.0,65696.0,74626.0,77734.0
Sacramento City Unified,67439,Sacramento,S,364.0,28.0,15,15,18,17,1,3.57,85775621.0,1552058.0,55266.0,34.0,499973136.79,38219.84,13081.507844878473,Unified,2315.0,65695.0,73236.0,75296.0
Los Angeles Unified,64733,Los Angeles,S,334.0,48.0,20,20,19,20,21,43.75,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Holtville Unified,63149,Imperial,S,138.0,29.0,20,18,20,19,9,31.03,7329602.0,181215.0,40447.0,13.0,20307311.58,1519.21,13367.020741043041,Unified,101.0,67441.0,75166.0,78977.0
Fremont Union High,69468,Santa Clara,S,605.0,197.0,30,30,30,29,185,93.91,223624580.0,1927852.0,115997.0,43.0,166640894.19,10667.56,15621.275548485315,High,486.0,80565.0,100941.0,107229.0
Oxnard Union High,72546,Ventura,S,491.0,30.0,21,19,20,19,13,43.33,54749053.0,846006.0,64715.0,56.0,203531765.75,15687.53,12974.111651101224,High,725.0,75554.0,90194.0,91581.0
Huntington Beach Union High,66548,Orange,S,718.0,205.0,25,24,24,23,159,77.56,227732561.0,3175692.0,71711.0,30.0,190202727.98,15226.18,12491.821847633482,High,679.0,81891.0,93803.0,95427.0
Los Angeles Unified,64733,Los Angeles,S,301.0,44.0,16,16,17,17,7,15.91,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,120.0,21.0,18,17,16,16,3,14.29,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Imperial Unified,63164,Imperial,S,279.0,65.0,23,22,21,22,35,53.85,7329602.0,181215.0,40447.0,13.0,46358878.84,4203.06,11029.792303702541,Unified,190.0,74789.0,90551.0,96226.0
East Side Union High,69427,Santa Clara,S,683.0,86.0,21,20,21,21,40,46.51,223624580.0,1927852.0,115997.0,43.0,273942983.16,21484.18,12750.916402673969,High,1149.0,80860.0,88797.0,94375.0
Natomas Unified,75283,Sacramento,S,471.0,463.0,18,16,18,17,110,23.76,85775621.0,1552058.0,55266.0,34.0,125615706.89,10008.76,12550.576384087539,Unified,543.0,66720.0,68850.0,68588.0
San Bernardino City Unified,67876,San Bernardino,S,382.0,110.0,17,16,17,17,20,18.18,91658300.0,2180085.0,42043.0,36.0,727835519.63,45869.38,15867.568291308931,Unified,2616.0,73599.0,85252.0,86401.0
Desert Sands Unified,67058,Riverside,S,517.0,45.0,18,17,17,18,9,20.00,104794676.0,2470546.0,42418.0,33.0,330555209.93,24459.01,13514.660238905828,Unified,1278.0,75733.0,89889.0,89892.0
Inglewood Unified,64634,Los Angeles,S,176.0,60.0,16,16,16,16,6,10.00,653482910.0,10039107.0,65094.0,19.0,107662237.23,7802.75,13797.98625228285,Unified,430.0,68075.0,74195.0,73123.0
Los Angeles Unified,64733,Los Angeles,S,84.0,36.0,19,18,18,18,10,27.78,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Irvine Unified,73650,Orange,S,533.0,139.0,28,29,29,28,127,91.37,227732561.0,3175692.0,71711.0,30.0,401121808.16,35035.57,11448.987647696327,Unified,1584.0,74022.0,81988.0,84323.0
Los Angeles Unified,64733,Los Angeles,S,581.0,269.0,18,17,19,17,56,20.82,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,510.0,51.0,20,19,20,19,18,35.29,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Jefferson Union High,68924,San Mateo,S,260.0,19.0,19,20,19,19,9,47.37,102803127.0,766573.0,134107.0,41.0,58531947.67,4104.06,14261.961976676754,High,225.0,65205.0,68873.0,70369.0
Vallejo City Unified,70581,Solano,S,380.0,44.0,20,18,18,19,13,29.55,23951255.0,447643.0,53505.0,48.0,138230387.07,10266.64,13464.03371210055,Unified,485.0,59581.0,68442.0,71263.0
Rowland Unified,73452,Los Angeles,S,513.0,51.0,25,25,26,25,42,82.35,653482910.0,10039107.0,65094.0,19.0,173887660.63,12595.48,13805.56045740218,Unified,650.0,71696.0,87681.0,87873.0
Tracy Joint Unified,75499,San Joaquin,S,349.0,25.0,24,22,23,23,16,64.00,35926949.0,762148.0,47139.0,39.0,159116921.48,13879.32,11464.316802264088,Unified,665.0,69366.0,76982.0,80013.0
Sacramento City Unified,67439,Sacramento,S,537.0,70.0,24,22,24,23,47,67.14,85775621.0,1552058.0,55266.0,34.0,499973136.79,38219.84,13081.507844878473,Unified,2315.0,65695.0,73236.0,75296.0
Corona-Norco Unified,67033,Riverside,S,232.0,59.0,22,22,20,21,33,55.93,104794676.0,2470546.0,42418.0,33.0,589661659.32,50642.48,11643.617360761164,Unified,2485.0,82178.0,97905.0,101255.0
Anaheim Union High,66431,Orange,S,654.0,55.0,23,23,23,23,35,63.64,227732561.0,3175692.0,71711.0,30.0,374312870.96,28386.37,13186.359191400661,High,1276.0,88375.0,93017.0,97259.0
Los Angeles Unified,64733,Los Angeles,S,463.0,32.0,21,20,21,20,14,43.75,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,675.0,44.0,23,22,24,23,26,59.09,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Norwalk-La Mirada Unified,64840,Los Angeles,S,314.0,43.0,16,16,17,17,8,18.60,653482910.0,10039107.0,65094.0,19.0,223711392.02,16330.61,13698.899919843778,Unified,822.0,76984.0,88239.0,92057.0
Turlock Unified,75739,Stanislaus,S,511.0,52.0,23,22,22,22,32,61.54,25188224.0,550660.0,45742.0,50.0,168397142.14,13458.16,12512.642303256907,Unified,694.0,71062.0,80997.0,85120.0
Los Angeles Unified,64733,Los Angeles,S,552.0,77.0,23,22,22,22,49,63.64,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Pasadena Unified,64881,Los Angeles,S,236.0,30.0,18,18,18,19,7,23.33,653482910.0,10039107.0,65094.0,19.0,222226296.3,15109.3,14707.914747870518,Unified,841.0,70542.0,73519.0,72871.0
Riverside Unified,67215,Riverside,S,501.0,118.0,20,19,20,20,45,38.14,104794676.0,2470546.0,42418.0,33.0,489299160.99,38315.14,12770.386875527533,Unified,1855.0,79035.0,94861.0,95171.0
San Francisco Unified,68478,San Francisco,S,65.0,33.0,16,14,16,15,4,12.12,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Long Beach Unified,64725,Los Angeles,S,606.0,107.0,17,16,18,18,22,20.56,653482910.0,10039107.0,65094.0,19.0,901982941.19,68158.53,13233.603206964704,Unified,3302.0,81046.0,92033.0,94044.0
Fontana Unified,67710,San Bernardino,S,466.0,424.0,16,14,16,16,45,10.61,91658300.0,2180085.0,42043.0,36.0,480303846.33,34702.74,13840.516522038317,Unified,1772.0,72272.0,84509.0,88170.0
Jurupa Unified,67090,Riverside,S,383.0,98.0,18,17,19,19,27,27.55,104794676.0,2470546.0,42418.0,33.0,230444678.01,18263.47,12617.792676309593,Unified,973.0,77929.0,89656.0,91907.0
Anaheim Union High,66431,Orange,S,651.0,18.0,20,18,18,20,7,38.89,227732561.0,3175692.0,71711.0,30.0,374312870.96,28386.37,13186.359191400661,High,1276.0,88375.0,93017.0,97259.0
Kerman Unified,73999,Fresno,S,382.0,38.0,22,21,21,23,18,47.37,45445944.0,999101.0,45487.0,10.0,59447869.47,5055.2,11759.746294904257,Unified,237.0,61413.0,72326.0,74628.0
Los Angeles Unified,64733,Los Angeles,S,334.0,102.0,21,19,19,19,40,39.22,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Kingsburg Joint Union High,62257,Fresno,S,246.0,41.0,23,21,22,21,26,63.41,45445944.0,999101.0,45487.0,10.0,14210068.06,1129.04,12585.973977892723,High,56.0,72136.0,81676.0,82638.0
San Francisco Unified,68478,San Francisco,S,53.0,50.0,20,19,19,19,20,40.00,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
East Side Union High,69427,Santa Clara,S,112.0,100.0,20,20,20,20,40,40.00,223624580.0,1927852.0,115997.0,43.0,273942983.16,21484.18,12750.916402673969,High,1149.0,80860.0,88797.0,94375.0
La Canada Unified,64659,Los Angeles,S,346.0,138.0,29,29,29,28,130,94.20,653482910.0,10039107.0,65094.0,19.0,48626208.33,4030.04,12065.936896407975,Unified,192.0,73551.0,85538.0,88346.0
San Dieguito Union High,68346,San Diego,S,523.0,248.0,25,26,25,25,207,83.47,212748650.0,3338330.0,63729.0,37.0,148182213.62,12684.32,11682.31435504623,High,565.0,79667.0,103164.0,104405.0
Fullerton Joint Union High,66514,Orange,S,539.0,59.0,24,23,22,22,39,66.10,227732561.0,3175692.0,71711.0,30.0,161540065.1,13003.87,12422.460782828495,High,553.0,88636.0,99610.0,98049.0
Norwalk-La Mirada Unified,64840,Los Angeles,S,468.0,42.0,24,23,21,21,29,69.05,653482910.0,10039107.0,65094.0,19.0,223711392.02,16330.61,13698.899919843778,Unified,822.0,76984.0,88239.0,92057.0
Garden Grove Unified,66522,Orange,S,561.0,199.0,24,25,25,23,159,79.90,227732561.0,3175692.0,71711.0,30.0,537890397.42,40034.37,13435.715297130939,Unified,1902.0,84242.0,96657.0,100324.0
Desert Sands Unified,67058,Riverside,S,618.0,62.0,22,20,20,21,30,48.39,104794676.0,2470546.0,42418.0,33.0,330555209.93,24459.01,13514.660238905828,Unified,1278.0,75733.0,89889.0,89892.0
Whittier Union High,65128,Los Angeles,S,609.0,70.0,23,22,23,22,49,70.00,653482910.0,10039107.0,65094.0,19.0,156138323.97,10744.63,14531.754371253362,High,508.0,81985.0,93678.0,97882.0
Alvord Unified,66977,Riverside,S,418.0,61.0,18,18,19,19,15,24.59,104794676.0,2470546.0,42418.0,33.0,220245236.12,17354.97,12690.614626242512,Unified,766.0,79909.0,92673.0,97548.0
Laguna Beach Unified,66555,Orange,S,294.0,165.0,26,27,26,26,149,90.30,227732561.0,3175692.0,71711.0,30.0,57854632.82,2675.03,21627.657566457197,Unified,151.0,94725.0,105547.0,106910.0
Elk Grove Unified,67314,Sacramento,S,451.0,85.0,24,23,23,23,61,71.76,85775621.0,1552058.0,55266.0,34.0,722863463.98,60769.41,11895.186475893051,Unified,3202.0,71340.0,80261.0,81565.0
Saddleback Valley Unified,73635,Orange,S,374.0,66.0,26,26,25,24,54,81.82,227732561.0,3175692.0,71711.0,30.0,282361255.22,25249.34,11182.91627503927,Unified,1190.0,78959.0,84084.0,89371.0
Lake Elsinore Unified,75176,Riverside,S,387.0,92.0,19,18,19,19,30,32.61,104794676.0,2470546.0,42418.0,33.0,246874772.61,20013.59,12335.35675558458,Unified,1002.0,73217.0,88021.0,90411.0
Long Beach Unified,64725,Los Angeles,S,743.0,38.0,22,21,21,21,22,57.89,653482910.0,10039107.0,65094.0,19.0,901982941.19,68158.53,13233.603206964704,Unified,3302.0,81046.0,92033.0,94044.0
Antelope Valley Union High,64246,Los Angeles,S,575.0,45.0,21,21,19,20,19,42.22,653482910.0,10039107.0,65094.0,19.0,279537837.88,19667.11,14213.467961484936,High,986.0,69481.0,81125.0,82528.0
Lassen Union High,64139,Lassen,S,188.0,27.0,22,21,21,21,15,55.56,1165736.0,30573.0,38130.0,18.0,10052631.46,717.86,14003.609979661773,High,36.0,61119.0,72735.0,71893.0
Manteca Unified,68593,San Joaquin,S,321.0,32.0,21,21,21,21,17,53.13,35926949.0,762148.0,47139.0,39.0,252488153.64,22567.99,11187.888404771536,Unified,1210.0,70209.0,80285.0,80457.0
San Francisco Unified,68478,San Francisco,S,75.0,26.0,17,15,16,16,2,7.69,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Campbell Union High,69401,Santa Clara,S,415.0,133.0,28,28,28,27,120,90.23,223624580.0,1927852.0,115997.0,43.0,112948926.76,8204.64,13766.469553813453,High,391.0,71459.0,82939.0,86460.0
San Jose Unified,69666,Santa Clara,S,454.0,164.0,29,30,29,28,148,90.24,223624580.0,1927852.0,115997.0,43.0,358460912.83,27502.21,13033.894833542468,Unified,1600.0,67386.0,76253.0,76442.0
Lemoore Union High,63982,Kings,S,410.0,81.0,20,19,19,19,28,34.57,6030809.0,152940.0,39433.0,16.0,24185426.34,1882.51,12847.435785201673,High,116.0,63465.0,72546.0,73180.0
Natomas Unified,75283,Sacramento,S,67.0,69.0,17,16,17,17,9,13.04,85775621.0,1552058.0,55266.0,34.0,125615706.89,10008.76,12550.576384087539,Unified,543.0,66720.0,68850.0,68588.0
Golden Valley Unified,75580,Madera,S,138.0,17.0,23,24,22,22,12,70.59,6492474.0,157327.0,41267.0,20.0,20407650.34,1953.51,10446.657728908478,Unified,98.0,58373.0,63333.0,65410.0
Galt Joint Union High,67355,Sacramento,S,315.0,32.0,23,23,22,22,23,71.88,85775621.0,1552058.0,55266.0,34.0,26379670.43,2075.06,12712.726586219194,High,112.0,68246.0,80319.0,81559.0
Compton Unified,73437,Los Angeles,S,59.0,36.0,16,14,16,15,4,11.11,653482910.0,10039107.0,65094.0,19.0,291930268.64,19392.57,15053.717410327768,Unified,1048.0,72229.0,82586.0,83364.0
San Francisco Unified,68478,San Francisco,S,519.0,112.0,22,21,22,21,64,57.14,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Western Placer Unified,66951,Placer,S,414.0,57.0,24,23,22,23,38,66.67,27459330.0,398329.0,68936.0,31.0,74032288.66,6946.71,10657.17277099519,Unified,338.0,68795.0,78395.0,79810.0
Lincoln Unified,68569,San Joaquin,S,676.0,59.0,23,22,23,23,43,72.88,35926949.0,762148.0,47139.0,39.0,95722531.34,8433.92,11349.708242430566,Unified,490.0,65809.0,69459.0,75543.0
Los Angeles Unified,64733,Los Angeles,S,144.0,88.0,16,16,17,17,8,9.09,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,141.0,37.0,18,18,18,18,10,27.03,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,122.0,61.0,16,15,16,17,4,6.56,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Linden Unified,68577,San Joaquin,S,151.0,33.0,22,21,20,21,13,39.39,35926949.0,762148.0,47139.0,39.0,26152324.54,2245.99,11644.007560140517,Unified,111.0,0.0,69553.0,71593.0
Marysville Joint Unified,72736,Yuba,S,214.0,19.0,22,18,20,20,8,42.11,3424884.0,78668.0,43536.0,58.0,111130290.06,9148.96,12146.76750800091,Unified,447.0,64386.0,75763.0,76268.0
Antelope Valley Union High,64246,Los Angeles,S,336.0,25.0,16,15,16,16,2,8.00,653482910.0,10039107.0,65094.0,19.0,279537837.88,19667.11,14213.467961484936,High,986.0,69481.0,81125.0,82528.0
Live Oak Unified,71399,Sutter,S,129.0,33.0,19,20,20,20,12,36.36,4616298.0,96971.0,47605.0,51.0,22827760.8,1805.61,12642.686294382509,Unified,99.0,61458.0,70633.0,73026.0
Morgan Hill Unified,69583,Santa Clara,S,261.0,32.0,23,22,22,21,20,62.50,223624580.0,1927852.0,115997.0,43.0,89190635.21,7961.51,11202.728528884594,Unified,382.0,67099.0,78079.0,81305.0
