district,cds_code,county,report_type,enrolled_12,num_test_taker,avg_act_reading,avg_act_english,avg_act_math,avg_act_sci,num_over_21_score,percent_over_21_score,personal_income,population,per_capita_income,county_code,edp_365,current_expense_ada,current_expense_per_ada,LEA Type,teachers,avg_teacher_salary_13_14,avg_teacher_salary_17_18,avg_teacher_salary_18_19
South Pasadena Unified,65029,Los Angeles,D,370.0,93.0,28,27,27,27,78,83.87,653482910.0,10039107.0,65094.0,19.0,51755665.66,4742.96,10912.10249717476,Unified,214.0,76740.0,84070.0,86729.0
Temple City Unified,65052,Los Angeles,D,518.0,90.0,27,27,27,26,80,88.89,653482910.0,10039107.0,65094.0,19.0,63925269.73,5463.43,11700.574498071723,Unified,253.0,73975.0,82908.0,87228.0
Torrance Unified,65060,Los Angeles,D,2115.0,440.0,25,24,25,24,334,75.91,653482910.0,10039107.0,65094.0,19.0,251113956.32,22300.81,11260.306523395338,Unified,1029.0,73119.0,79863.0,80717.0
West Covina Unified,65094,Los Angeles,D,1194.0,42.0,24,24,23,23,29,69.05,653482910.0,10039107.0,65094.0,19.0,110979620.67,8215.67,13508.286076485545,Unified,440.0,70575.0,77818.0,80671.0
Whittier Union High,65128,Los Angeles,D,3048.0,390.0,20,20,20,20,167,42.82,653482910.0,10039107.0,65094.0,19.0,156138323.97,10744.63,14531.754371253362,High,508.0,81985.0,93678.0,97882.0
William S. Hart Union High,65136,Los Angeles,D,4252.0,748.0,26,25,24,24,585,78.21,653482910.0,10039107.0,65094.0,19.0,251435567.69,21274.88,11818.424719199356,High,943.0,72381.0,78855.0,80182.0
Compton Unified,73437,Los Angeles,D,1361.0,795.0,16,14,16,15,57,7.17,653482910.0,10039107.0,65094.0,19.0,291930268.64,19392.57,15053.717410327768,Unified,1048.0,72229.0,82586.0,83364.0
Rowland Unified,73452,Los Angeles,D,1186.0,119.0,22,21,21,21,58,48.74,653482910.0,10039107.0,65094.0,19.0,173887660.63,12595.48,13805.56045740218,Unified,650.0,71696.0,87681.0,87873.0
Walnut Valley Unified,73460,Los Angeles,D,1424.0,316.0,28,28,28,27,276,87.34,653482910.0,10039107.0,65094.0,19.0,147144435.06,13436.13,10951.400072788818,Unified,614.0,75800.0,81644.0,83974.0
San Gabriel Unified,75291,Los Angeles,D,619.0,72.0,27,28,26,26,63,87.50,653482910.0,10039107.0,65094.0,19.0,63191445.51,4784.26,13208.1963584755,Unified,250.0,69390.0,77895.0,80428.0
Manhattan Beach Unified,75333,Los Angeles,D,610.0,269.0,28,28,27,27,245,91.08,653482910.0,10039107.0,65094.0,19.0,87740625.51,6302.25,13922.111231702964,Unified,299.0,75424.0,86968.0,89618.0
Redondo Beach Unified,75341,Los Angeles,D,757.0,267.0,24,24,23,24,191,71.54,653482910.0,10039107.0,65094.0,19.0,104413413.47,9743.71,10715.981229942188,Unified,475.0,72814.0,84193.0,87394.0
Alhambra Unified,75713,Los Angeles,D,1902.0,238.0,25,25,25,24,174,73.11,653482910.0,10039107.0,65094.0,19.0,210924787.04,15754.91,13387.87635346695,Unified,845.0,72586.0,85364.0,87578.0
Chowchilla Union High,65201,Madera,D,276.0,18.0,21,20,20,21,9,50.00,6492474.0,157327.0,41267.0,20.0,12761986.16,1023.39,12470.305709455828,High,53.0,58746.0,66928.0,67836.0
Madera Unified,65243,Madera,D,1296.0,271.0,18,17,18,18,65,23.99,6492474.0,157327.0,41267.0,20.0,237245438.06,19143.79,12392.814487622356,Unified,1047.0,63186.0,74582.0,75518.0
Golden Valley Unified,75580,Madera,D,172.0,17.0,23,24,22,22,12,70.59,6492474.0,157327.0,41267.0,20.0,20407650.34,1953.51,10446.657728908478,Unified,98.0,58373.0,63333.0,65410.0
Yosemite Unified,76414,Madera,D,202.0,37.0,22,21,22,22,22,59.46,6492474.0,157327.0,41267.0,20.0,17827459.0,1411.86,12626.931140481352,Unified,74.0,65167.0,65298.0,67763.0
Novato Unified,65417,Marin,D,667.0,197.0,25,24,24,23,137,69.54,36684680.0,258826.0,141735.0,21.0,89352254.11,7269.45,12291.473785499591,Unified,383.0,66164.0,76517.0,79435.0
San Rafael City High,65466,Marin,D,634.0,140.0,24,23,23,23,91,65.00,36684680.0,258826.0,141735.0,21.0,38462543.38,2620.22,14679.127470212426,High,110.0,0.0,99654.0,100514.0
Tamalpais Union High,65482,Marin,D,1233.0,412.0,29,29,26,26,374,90.78,36684680.0,258826.0,141735.0,21.0,85968097.99,4890.93,17577.045263375265,High,306.0,91803.0,100859.0,102469.0
Mariposa County Unified,65532,Mariposa,D,149.0,16.0,24,22,23,22,8,50.00,969454.0,17203.0,56354.0,22.0,21972193.62,1573.93,13960.0831167841,Unified,100.0,59295.0,62852.0,62676.0
Fort Bragg Unified,65565,Mendocino,D,119.0,24.0,25,24,22,23,17,70.83,4595625.0,86749.0,52976.0,23.0,21973716.91,1700.71,12920.319695891716,Unified,108.0,51539.0,56284.0,57388.0
Ukiah Unified,65615,Mendocino,D,525.0,23.0,25,23,23,23,16,69.57,4595625.0,86749.0,52976.0,23.0,73310769.16,5661.09,12949.938820969106,Unified,341.0,62644.0,65139.0,67505.0
Hilmar Unified,65698,Merced,D,166.0,26.0,22,20,20,20,11,42.31,11406396.0,277680.0,41077.0,24.0,26387725.87,2258.71,11682.653315387986,Unified,124.0,65696.0,74626.0,77734.0
Merced Union High,65789,Merced,D,2577.0,379.0,20,18,19,19,117,30.87,11406396.0,277680.0,41077.0,24.0,134689226.72,10152.23,13266.95974381983,High,582.0,66901.0,77330.0,79619.0
Delhi Unified,75366,Merced,D,167.0,68.0,18,17,17,18,15,22.06,11406396.0,277680.0,41077.0,24.0,32387145.83,2458.62,13172.896108386005,Unified,127.0,71477.0,81733.0,85336.0
Modoc Joint Unified,73585,Modoc,D,57.0,40.0,17,15,17,18,10,25.00,451666.0,8841.0,51088.0,25.0,9160166.74,788.24,11621.03767887953,Unified,49.0,52601.0,56057.0,57806.0
Tulelake Basin Joint Unified,73593,Modoc,D,25.0,15.0,18,15,17,18,1,6.67,451666.0,8841.0,51088.0,25.0,5793175.62,369.97,15658.501013595696,Unified,26.0,67413.0,72507.0,74614.0
Mammoth Unified,73692,Mono,D,107.0,19.0,26,25,23,24,15,78.95,772750.0,14444.0,53500.0,26.0,14233430.97,1125.21,12649.577385554696,Unified,66.0,66662.0,72604.0,75293.0
Carmel Unified,65987,Monterey,D,215.0,121.0,26,26,25,25,93,76.86,25973189.0,434061.0,59838.0,27.0,56465875.7,2385.37,23671.7472341817,Unified,175.0,93279.0,110289.0,111761.0
Monterey Peninsula Unified,66092,Monterey,D,854.0,90.0,22,21,22,21,50,55.56,25973189.0,434061.0,59838.0,27.0,125497862.01,9385.85,13370.963952119413,Unified,510.0,61189.0,67601.0,67488.0
Pacific Grove Unified,66134,Monterey,D,151.0,31.0,26,27,26,26,26,83.87,25973189.0,434061.0,59838.0,27.0,34535442.64,1891.98,18253.598156428714,Unified,136.0,79702.0,97069.0,101545.0
Salinas Union High,66159,Monterey,D,2683.0,516.0,19,18,19,19,168,32.56,25973189.0,434061.0,59838.0,27.0,196804990.43,15261.32,12895.67287954122,High,829.0,68981.0,79597.0,79950.0
North Monterey County Unified,73825,Monterey,D,369.0,42.0,19,17,18,20,10,23.81,25973189.0,434061.0,59838.0,27.0,58315134.94,4341.77,13431.18933983145,Unified,176.0,62031.0,73512.0,77557.0
Soledad Unified,75440,Monterey,D,403.0,69.0,18,16,17,18,14,20.29,25973189.0,434061.0,59838.0,27.0,65775048.52,4640.49,14174.16016843049,Unified,248.0,65288.0,70294.0,71993.0
Gonzales Unified,75473,Monterey,D,191.0,63.0,17,17,17,17,11,17.46,25973189.0,434061.0,59838.0,27.0,28785850.58,2234.49,12882.514837837718,Unified,115.0,65507.0,76161.0,77698.0
Napa Valley Unified,66266,Napa,D,1513.0,168.0,22,22,22,22,106,63.10,10429596.0,137744.0,75717.0,28.0,191179383.17,16005.08,11944.918936362705,Unified,863.0,71415.0,78177.0,81717.0
Nevada Joint Union High,66357,Nevada,D,700.0,63.0,25,24,25,24,48,76.19,6338625.0,99755.0,63542.0,29.0,38541366.62,2410.8,15986.961431889828,High,152.0,66661.0,72949.0,74169.0
Anaheim Union High,66431,Orange,D,5479.0,458.0,23,22,22,22,255,55.68,227732561.0,3175692.0,71711.0,30.0,374312870.96,28386.37,13186.359191400661,High,1276.0,88375.0,93017.0,97259.0
Brea-Olinda Unified,66449,Orange,D,506.0,121.0,26,26,26,26,109,90.08,227732561.0,3175692.0,71711.0,30.0,64384287.32,5857.86,10991.093559764147,Unified,250.0,71519.0,80973.0,83616.0
Capistrano Unified,66464,Orange,D,4805.0,1455.0,26,26,26,25,1233,84.74,227732561.0,3175692.0,71711.0,30.0,509075121.41,44603.350000000006,11413.383107098456,Unified,2016.0,81876.0,89014.0,88025.0
Fullerton Joint Union High,66514,Orange,D,3550.0,519.0,26,26,26,25,419,80.73,227732561.0,3175692.0,71711.0,30.0,161540065.1,13003.87,12422.460782828495,High,553.0,88636.0,99610.0,98049.0
Garden Grove Unified,66522,Orange,D,3627.0,615.0,22,22,22,21,349,56.75,227732561.0,3175692.0,71711.0,30.0,537890397.42,40034.37,13435.715297130939,Unified,1902.0,84242.0,96657.0,100324.0
Huntington Beach Union High,66548,Orange,D,4150.0,584.0,25,25,25,24,459,78.60,227732561.0,3175692.0,71711.0,30.0,190202727.98,15226.18,12491.821847633482,High,679.0,81891.0,93803.0,95427.0
Laguna Beach Unified,66555,Orange,D,295.0,165.0,26,27,26,26,149,90.30,227732561.0,3175692.0,71711.0,30.0,57854632.82,2675.03,21627.657566457197,Unified,151.0,94725.0,105547.0,106910.0
Newport-Mesa Unified,66597,Orange,D,1817.0,628.0,26,26,25,25,485,77.23,227732561.0,3175692.0,71711.0,30.0,305577935.29,19214.9,15903.175935862273,Unified,1004.0,83555.0,94378.0,96260.0
Orange Unified,66621,Orange,D,2261.0,255.0,25,25,24,24,196,76.86,227732561.0,3175692.0,71711.0,30.0,279528227.42,23846.18,11722.138615912487,Unified,1059.0,73765.0,83902.0,86774.0
Placentia-Yorba Linda Unified,66647,Orange,D,2162.0,436.0,24,23,24,23,297,68.12,227732561.0,3175692.0,71711.0,30.0,264542982.97,23981.07,11031.325248206189,Unified,1123.0,77275.0,85266.0,85428.0
Santa Ana Unified,66670,Orange,D,4128.0,1162.0,20,19,20,19,410,35.28,227732561.0,3175692.0,71711.0,30.0,650062731.43,43664.56,14887.651024766996,Unified,2348.0,81556.0,94982.0,94411.0
Saddleback Valley Unified,73635,Orange,D,2410.0,479.0,25,25,25,25,372,77.66,227732561.0,3175692.0,71711.0,30.0,282361255.22,25249.34,11182.91627503927,Unified,1190.0,78959.0,84084.0,89371.0
Tustin Unified,73643,Orange,D,1992.0,544.0,25,25,25,24,403,74.08,227732561.0,3175692.0,71711.0,30.0,261408451.41,22654.09,11539.128316785182,Unified,986.0,76953.0,86495.0,87448.0
Irvine Unified,73650,Orange,D,2552.0,780.0,28,29,29,28,717,91.92,227732561.0,3175692.0,71711.0,30.0,401121808.16,35035.57,11448.987647696327,Unified,1584.0,74022.0,81988.0,84323.0
Los Alamitos Unified,73924,Orange,D,759.0,262.0,26,27,26,25,214,81.68,227732561.0,3175692.0,71711.0,30.0,109362718.42,9436.75,11589.023596047367,Unified,415.0,86659.0,101506.0,103720.0
Placer Union High,66894,Placer,D,1002.0,213.0,24,23,24,24,151,70.89,27459330.0,398329.0,68936.0,31.0,46556955.02,3704.89,12566.35285258132,High,176.0,68018.0,76898.0,80760.0
Roseville Joint Union High,66928,Placer,D,2555.0,611.0,25,24,24,24,474,77.58,27459330.0,398329.0,68936.0,31.0,123489187.38,9970.41,12385.567632624938,High,444.0,74262.0,86527.0,89424.0
Tahoe-Truckee Unified,66944,Placer,D,303.0,78.0,26,25,25,25,66,84.62,27459330.0,398329.0,68936.0,31.0,68289736.08,3670.84,18603.299539070074,Unified,281.0,74284.0,80358.0,85371.0
Western Placer Unified,66951,Placer,D,745.0,65.0,24,23,21,23,41,63.08,27459330.0,398329.0,68936.0,31.0,74032288.66,6946.71,10657.17277099519,Unified,338.0,68795.0,78395.0,79810.0
Rocklin Unified,75085,Placer,D,1171.0,311.0,25,25,24,24,248,79.74,27459330.0,398329.0,68936.0,31.0,129523047.99,11615.61,11150.774517222942,Unified,572.0,67442.0,75676.0,81298.0
Alvord Unified,66977,Riverside,D,1517.0,141.0,19,18,19,19,44,31.21,104794676.0,2470546.0,42418.0,33.0,220245236.12,17354.97,12690.614626242512,Unified,766.0,79909.0,92673.0,97548.0
Banning Unified,66985,Riverside,D,358.0,51.0,18,17,18,18,13,25.49,104794676.0,2470546.0,42418.0,33.0,61023549.14,4274.55,14276.017157361593,Unified,256.0,66779.0,74832.0,74527.0
Beaumont Unified,66993,Riverside,D,735.0,48.0,22,20,20,21,23,47.92,104794676.0,2470546.0,42418.0,33.0,117451321.72,10263.62,11443.459687712522,Unified,457.0,69629.0,78487.0,79525.0
Corona-Norco Unified,67033,Riverside,D,4488.0,757.0,22,21,21,21,410,54.16,104794676.0,2470546.0,42418.0,33.0,589661659.32,50642.48,11643.617360761164,Unified,2485.0,82178.0,97905.0,101255.0
Desert Sands Unified,67058,Riverside,D,2493.0,226.0,22,21,20,21,109,48.23,104794676.0,2470546.0,42418.0,33.0,330555209.93,24459.01,13514.660238905828,Unified,1278.0,75733.0,89889.0,89892.0
Hemet Unified,67082,Riverside,D,1858.0,142.0,21,19,19,20,62,43.66,104794676.0,2470546.0,42418.0,33.0,280637132.15,20211.91,13884.740835972452,Unified,1043.0,71130.0,82190.0,85496.0
Jurupa Unified,67090,Riverside,D,1486.0,210.0,19,18,18,19,56,26.67,104794676.0,2470546.0,42418.0,33.0,230444678.01,18263.47,12617.792676309593,Unified,973.0,77929.0,89656.0,91907.0
Menifee Union Elementary,67116,Riverside,D,113.0,18.0,24,24,23,23,13,72.22,104794676.0,2470546.0,42418.0,33.0,108280711.18,10274.43,10538.853365101519,Elementary,459.0,75811.0,82871.0,83069.0
Moreno Valley Unified,67124,Riverside,D,2481.0,227.0,20,19,19,19,73,32.16,104794676.0,2470546.0,42418.0,33.0,440668917.8,30378.73,14505.837400049311,Unified,1532.0,73232.0,84397.0,87184.0
Palm Springs Unified,67173,Riverside,D,1777.0,232.0,19,18,18,19,63,27.16,104794676.0,2470546.0,42418.0,33.0,309416846.73,20299.84,15242.329335108061,Unified,1172.0,73970.0,87928.0,88407.0
Perris Union High,67207,Riverside,D,2224.0,383.0,19,18,18,18,109,28.46,104794676.0,2470546.0,42418.0,33.0,126042475.08,9122.23,13817.06831334005,High,386.0,74802.0,93194.0,95428.0
Riverside Unified,67215,Riverside,D,3434.0,583.0,21,20,21,21,272,46.66,104794676.0,2470546.0,42418.0,33.0,489299160.99,38315.14,12770.386875527533,Unified,1855.0,79035.0,94861.0,95171.0
San Jacinto Unified,67249,Riverside,D,859.0,34.0,19,19,18,18,8,23.53,104794676.0,2470546.0,42418.0,33.0,126150447.1,9616.56,13118.042948829936,Unified,482.0,71702.0,81696.0,79783.0
Coachella Valley Unified,73676,Riverside,D,1244.0,204.0,18,16,18,18,36,17.65,104794676.0,2470546.0,42418.0,33.0,237062805.31,16644.84,14242.420192083553,Unified,842.0,71530.0,92713.0,94540.0
Lake Elsinore Unified,75176,Riverside,D,1608.0,169.0,20,19,19,20,67,39.64,104794676.0,2470546.0,42418.0,33.0,246874772.61,20013.59,12335.35675558458,Unified,1002.0,73217.0,88021.0,90411.0
Temecula Valley Unified,75192,Riverside,D,2453.0,629.0,23,23,22,23,416,66.14,104794676.0,2470546.0,42418.0,33.0,293984831.56,26736.09,10995.804979710945,Unified,1244.0,79039.0,87184.0,88890.0
Murrieta Valley Unified,75200,Riverside,D,2168.0,459.0,23,22,22,22,288,62.75,104794676.0,2470546.0,42418.0,33.0,252924598.53,22340.04,11321.582169503725,Unified,932.0,82681.0,87542.0,88700.0
Val Verde Unified,75242,Riverside,D,1641.0,41.0,20,19,19,19,14,34.15,104794676.0,2470546.0,42418.0,33.0,244064868.59,19126.86,12760.320752596088,Unified,890.0,71561.0,83822.0,88491.0
Elk Grove Unified,67314,Sacramento,D,5228.0,919.0,23,22,23,22,570,62.02,85775621.0,1552058.0,55266.0,34.0,722863463.98,60769.41,11895.186475893051,Unified,3202.0,71340.0,80261.0,81565.0
Folsom-Cordova Unified,67330,Sacramento,D,1617.0,259.0,27,26,26,26,219,84.56,85775621.0,1552058.0,55266.0,34.0,219789487.6,19624.66,11199.658368603583,Unified,976.0,70192.0,76858.0,77434.0
Galt Joint Union High,67355,Sacramento,D,567.0,58.0,21,20,21,20,29,50.00,85775621.0,1552058.0,55266.0,34.0,26379670.43,2075.06,12712.726586219194,High,112.0,68246.0,80319.0,81559.0
River Delta Joint Unified,67413,Sacramento,D,173.0,27.0,20,19,19,19,10,37.04,85775621.0,1552058.0,55266.0,34.0,23856061.41,1856.11,12852.719617910578,Unified,111.0,51928.0,58396.0,58079.0
Sacramento City Unified,67439,Sacramento,D,3244.0,468.0,21,20,20,20,196,41.88,85775621.0,1552058.0,55266.0,34.0,499973136.79,38219.84,13081.507844878473,Unified,2315.0,65695.0,73236.0,75296.0
San Juan Unified,67447,Sacramento,D,4487.0,456.0,24,23,23,23,295,64.69,85775621.0,1552058.0,55266.0,34.0,465400260.12,37438.42,12431.08710570585,Unified,2071.0,71583.0,76673.0,78090.0
Natomas Unified,75283,Sacramento,D,1130.0,772.0,17,16,17,17,162,20.98,85775621.0,1552058.0,55266.0,34.0,125615706.89,10008.76,12550.576384087539,Unified,543.0,66720.0,68850.0,68588.0
Twin Rivers Unified,76505,Sacramento,D,2234.0,91.0,20,18,19,19,35,38.46,85775621.0,1552058.0,55266.0,34.0,330324264.04,23875.68,13835.177219664529,Unified,1305.0,71162.0,76166.0,78115.0
San Benito High,67538,San Benito,D,807.0,118.0,21,20,21,21,52,44.07,3470822.0,62808.0,55261.0,35.0,36586879.81,3012.35,12145.627105084071,High,130.0,67747.0,78378.0,80955.0
Barstow Unified,67611,San Bernardino,D,394.0,26.0,18,17,19,19,8,30.77,91658300.0,2180085.0,42043.0,36.0,77530302.09,5988.93,12945.601650044331,Unified,270.0,64481.0,75005.0,77485.0
Colton Joint Unified,67686,San Bernardino,D,1621.0,126.0,19,19,19,20,46,36.51,91658300.0,2180085.0,42043.0,36.0,278411019.73,20338.61,13688.792878667717,Unified,1059.0,69525.0,82085.0,82937.0
Fontana Unified,67710,San Bernardino,D,2941.0,2562.0,16,14,16,16,282,11.01,91658300.0,2180085.0,42043.0,36.0,480303846.33,34702.74,13840.516522038317,Unified,1772.0,72272.0,84509.0,88170.0
Morongo Unified,67777,San Bernardino,D,565.0,16.0,25,24,25,23,13,81.25,91658300.0,2180085.0,42043.0,36.0,104135049.12,7923.54,13142.490492885756,Unified,424.0,69869.0,75941.0,77850.0
Redlands Unified,67843,San Bernardino,D,1842.0,174.0,24,24,24,23,120,68.97,91658300.0,2180085.0,42043.0,36.0,253947861.8,19810.32,12818.968184259518,Unified,1127.0,76518.0,85061.0,84929.0
Rialto Unified,67850,San Bernardino,D,1973.0,190.0,19,18,19,19,59,31.05,91658300.0,2180085.0,42043.0,36.0,312574200.33,24043.8,13000.199649389862,Unified,1183.0,75614.0,84038.0,86338.0
Rim of the World Unified,67868,San Bernardino,D,239.0,26.0,25,24,22,24,19,73.08,91658300.0,2180085.0,42043.0,36.0,36307414.95,2916.56,12448.7118214609,Unified,145.0,64534.0,70313.0,72709.0
San Bernardino City Unified,67876,San Bernardino,D,3558.0,480.0,19,17,18,19,124,25.83,91658300.0,2180085.0,42043.0,36.0,727835519.63,45869.38,15867.568291308931,Unified,2616.0,73599.0,85252.0,86401.0
Yucaipa-Calimesa Joint Unified,67959,San Bernardino,D,739.0,61.0,24,22,22,22,40,65.57,91658300.0,2180085.0,42043.0,36.0,94703626.69,7722.78,12262.893244401628,Unified,440.0,74535.0,84535.0,86565.0
Snowline Joint Unified,73957,San Bernardino,D,560.0,57.0,22,21,23,22,34,59.65,91658300.0,2180085.0,42043.0,36.0,83899364.29,7099.79,11817.161393506007,Unified,369.0,68615.0,77941.0,80705.0
Hesperia Unified,75044,San Bernardino,D,1986.0,255.0,20,18,19,19,91,35.69,91658300.0,2180085.0,42043.0,36.0,255270470.26,20924.98,12199.317287758458,Unified,1002.0,67156.0,81656.0,85362.0
Upland Unified,75069,San Bernardino,D,867.0,62.0,21,21,21,21,30,48.39,91658300.0,2180085.0,42043.0,36.0,120504705.44,10115.84,11912.476417183349,Unified,552.0,71522.0,80166.0,82293.0
Apple Valley Unified,75077,San Bernardino,D,1086.0,82.0,23,22,20,21,42,51.22,91658300.0,2180085.0,42043.0,36.0,156325243.66,12510.07,12495.952753261972,Unified,616.0,71164.0,79336.0,83395.0
Chula Vista Elementary,68023,San Diego,D,228.0,21.0,20,20,18,19,6,28.57,212748650.0,3338330.0,63729.0,37.0,285222336.6,22421.27,12721.06069816741,Elementary,1374.0,67803.0,78751.0,81733.0
Coronado Unified,68031,San Diego,D,294.0,128.0,26,25,25,25,100,78.13,212748650.0,3338330.0,63729.0,37.0,40852261.96,2951.41,13841.608573529264,Unified,171.0,65417.0,73871.0,77735.0
Escondido Union High,68106,San Diego,D,2532.0,497.0,21,20,21,21,229,46.08,212748650.0,3338330.0,63729.0,37.0,99496061.02,6852.89,14518.846941947118,High,365.0,65567.0,78494.0,81232.0
Fallbrook Union High,68122,San Diego,D,557.0,42.0,23,22,22,21,26,61.90,212748650.0,3338330.0,63729.0,37.0,29064031.36,2026.42,14342.550586749045,High,101.0,72624.0,78685.0,78547.0
Grossmont Union High,68130,San Diego,D,5541.0,940.0,22,21,22,22,566,60.21,212748650.0,3338330.0,63729.0,37.0,228576307.36,15612.91,14640.21168123047,High,763.0,73414.0,84020.0,84316.0
Lakeside Union Elementary,68189,San Diego,D,71.0,16.0,28,26,26,27,16,100.00,212748650.0,3338330.0,63729.0,37.0,58622992.79,4806.12,12197.571594134146,Elementary,17.0,0.0,58264.0,59720.0
Lakeside Union Elementary,68189,San Diego,D,71.0,16.0,28,26,26,27,16,100.00,212748650.0,3338330.0,63729.0,37.0,58622992.79,4806.12,12197.571594134146,Elementary,270.0,67835.0,74595.0,76958.0
Mountain Empire Unified,68213,San Diego,D,342.0,20.0,25,21,21,23,12,60.00,212748650.0,3338330.0,63729.0,37.0,23869796.26,1611.98,14807.749637092273,Unified,112.0,53236.0,61683.0,61040.0
Poway Unified,68296,San Diego,D,2918.0,941.0,27,26,26,25,775,82.36,212748650.0,3338330.0,63729.0,37.0,398362474.73,35361.08,11265.56300684255,Unified,1562.0,72715.0,79082.0,79856.0
Ramona City Unified,68304,San Diego,D,476.0,81.0,23,22,23,23,54,66.67,212748650.0,3338330.0,63729.0,37.0,58302350.51,5135.64,11352.49949568116,Unified,274.0,68302.0,73089.0,75391.0
San Dieguito Union High,68346,San Diego,D,2334.0,1234.0,28,28,27,27,1108,89.79,212748650.0,3338330.0,63729.0,37.0,148182213.62,12684.32,11682.31435504623,High,565.0,79667.0,103164.0,104405.0
Sweetwater Union High,68411,San Diego,D,7934.0,952.0,21,20,20,21,441,46.32,212748650.0,3338330.0,63729.0,37.0,454295612.3,36360.37,12494.25163440306,High,1781.0,78048.0,87617.0,86862.0
Vista Unified,68452,San Diego,D,2363.0,231.0,25,23,24,23,164,71.00,212748650.0,3338330.0,63729.0,37.0,253976722.74,19436.86,13066.756808455686,Unified,1100.0,67836.0,79086.0,83188.0
Carlsbad Unified,73551,San Diego,D,913.0,258.0,25,25,25,25,203,78.68,212748650.0,3338330.0,63729.0,37.0,122960066.7,11012.48,11165.520091750452,Unified,503.0,74077.0,81643.0,85233.0
San Marcos Unified,73791,San Diego,D,1534.0,422.0,24,23,22,23,265,62.80,212748650.0,3338330.0,63729.0,37.0,235781523.83,20062.93,11752.098214468177,Unified,1076.0,68567.0,77016.0,80122.0
Valley Center-Pauma Unified,75614,San Diego,D,314.0,50.0,22,21,21,22,25,50.00,212748650.0,3338330.0,63729.0,37.0,44863818.08,3736.07,12008.291621944983,Unified,192.0,78583.0,81073.0,82955.0
San Francisco Unified,68478,San Francisco,D,4399.0,1077.0,22,21,22,21,565,52.46,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Escalon Unified,68502,San Joaquin,D,201.0,16.0,21,19,21,22,10,62.50,35926949.0,762148.0,47139.0,39.0,27169701.71,2605.12,10429.347481114115,Unified,138.0,65734.0,73837.0,73832.0
Lincoln Unified,68569,San Joaquin,D,721.0,59.0,23,22,23,23,43,72.88,35926949.0,762148.0,47139.0,39.0,95722531.34,8433.92,11349.708242430566,Unified,490.0,65809.0,69459.0,75543.0
Linden Unified,68577,San Joaquin,D,177.0,33.0,22,21,20,21,13,39.39,35926949.0,762148.0,47139.0,39.0,26152324.54,2245.99,11644.007560140517,Unified,111.0,0.0,69553.0,71593.0
Lodi Unified,68585,San Joaquin,D,2471.0,474.0,22,21,22,22,261,55.06,35926949.0,762148.0,47139.0,39.0,327993961.44,26678.46,12294.336383734293,Unified,1487.0,66178.0,73304.0,75702.0
Manteca Unified,68593,San Joaquin,D,1925.0,124.0,22,22,22,21,73,58.87,35926949.0,762148.0,47139.0,39.0,252488153.64,22567.99,11187.888404771536,Unified,1210.0,70209.0,80285.0,80457.0
Ripon Unified,68650,San Joaquin,D,405.0,46.0,26,24,23,24,37,80.43,35926949.0,762148.0,47139.0,39.0,32889418.53,3271.08,10054.605368868997,Unified,155.0,64303.0,69803.0,72732.0
Tracy Joint Unified,75499,San Joaquin,D,1515.0,160.0,22,21,21,22,84,52.50,35926949.0,762148.0,47139.0,39.0,159116921.48,13879.32,11464.316802264088,Unified,665.0,69366.0,76982.0,80013.0
Lammersville Joint Unified,76760,San Joaquin,D,283.0,52.0,28,27,26,26,46,88.46,35926949.0,762148.0,47139.0,39.0,56281615.54,5746.42,9794.205007639539,Unified,260.0,55820.0,65580.0,69595.0
Atascadero Unified,68700,San Luis Obispo,D,355.0,35.0,26,25,25,25,27,77.14,17270828.0,283111.0,61004.0,40.0,50276269.64,4405.77,11411.460344048826,Unified,245.0,65016.0,67640.0,67286.0
Lucia Mar Unified,68759,San Luis Obispo,D,865.0,194.0,23,22,22,22,120,61.86,17270828.0,283111.0,61004.0,40.0,115183344.77,9804.93,11747.492819428593,Unified,569.0,62800.0,68618.0,69127.0
San Luis Coastal Unified,68809,San Luis Obispo,D,591.0,174.0,26,25,25,24,140,80.46,17270828.0,283111.0,61004.0,40.0,96972086.06,7262.05,13353.266097038715,Unified,393.0,71525.0,75649.0,76948.0
Templeton Unified,68841,San Luis Obispo,D,203.0,69.0,24,24,22,23,50,72.46,17270828.0,283111.0,61004.0,40.0,24431080.15,2314.29,10556.620021691317,Unified,122.0,62507.0,69203.0,70279.0
Paso Robles Joint Unified,75457,San Luis Obispo,D,578.0,89.0,23,22,22,22,53,59.55,17270828.0,283111.0,61004.0,40.0,71137630.76,6471.93,10991.718198435397,Unified,340.0,62545.0,72718.0,74121.0
Jefferson Union High,68924,San Mateo,D,1179.0,132.0,24,23,23,23,98,74.24,102803127.0,766573.0,134107.0,41.0,58531947.67,4104.06,14261.961976676754,High,225.0,65205.0,68873.0,70369.0
Ravenswood City Elementary,68999,San Mateo,D,20.0,31.0,16,14,18,15,3,9.68,102803127.0,766573.0,134107.0,41.0,41705954.13,1915.54,21772.426642095703,Elementary,138.0,60731.0,69622.0,72029.0
San Mateo Union High,69047,San Mateo,D,2359.0,529.0,27,26,26,26,432,81.66,102803127.0,766573.0,134107.0,41.0,169994141.28,8799.95,19317.62581378303,High,506.0,91599.0,105873.0,110144.0
